insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('2','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8793','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8794','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8795','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8796','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8797','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8798','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8799','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8800','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8801','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8802','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8803','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8804','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8805','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8806','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8807','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8808','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8809','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8810','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8811','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8812','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8813','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8814','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8815','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8816','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8817','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8818','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8819','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8820','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8821','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8822','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8823','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8824','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8825','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8826','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8827','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8828','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8829','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8830','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8831','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8832','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8833','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8834','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8835','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8836','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8837','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8838','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8839','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8840','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8841','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8842','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8843','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8844','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8845','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8846','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8847','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8848','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8849','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8850','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8851','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8852','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8853','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8854','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8855','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8856','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8857','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8858','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8859','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8860','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8861','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8862','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8863','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8864','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8865','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8866','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8867','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8868','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8869','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8870','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8871','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8872','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8873','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8874','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8875','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8876','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8877','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8878','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8879','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8880','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8881','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8882','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8883','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8884','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8885','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8886','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8887','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8888','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8889','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8890','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8891','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8892','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8893','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8894','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8895','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8896','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8897','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8898','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8899','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8900','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8901','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8902','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8903','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8904','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8905','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8906','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8907','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8908','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8909','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8910','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8911','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8912','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8913','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8914','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8915','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8916','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8917','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8918','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8919','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8920','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8921','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8922','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8923','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8924','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8925','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8926','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8927','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8928','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8929','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8930','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8931','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8932','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8933','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8934','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8935','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8936','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8937','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8938','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8939','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8940','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8941','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8942','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8943','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8944','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8945','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8946','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8947','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8948','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8949','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8950','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8951','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8952','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8953','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8954','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8955','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8956','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8957','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8958','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8959','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8960','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8961','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8962','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8963','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8964','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8965','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8966','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8967','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8968','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8969','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8970','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8971','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8972','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8973','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8974','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8975','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8976','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8977','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8978','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8979','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8980','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8981','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8982','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8983','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8984','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8985','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8986','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8987','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8988','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8989','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8990','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8991','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8992','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8993','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8994','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8995','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8996','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8997','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8998','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('8999','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9000','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9001','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9002','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9003','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9004','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9005','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9006','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9007','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9008','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9009','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9010','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9011','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9012','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9013','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9014','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9015','N0','NO','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9016','NO','YES','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9017','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9018','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9019','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9020','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9021','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9022','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9023','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9024','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9025','NO','NO','N0','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9026','YES','NO','N0','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9027','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9028','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9029','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9030','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9031','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9032','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9033','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9034','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9035','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9036','YES','N0','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9037','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9038','NO','YES','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9039','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9040','N0','YES','NO','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9041','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9042','NO','N0','NO','YES'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9043','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9044','NO','NO','YES','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9045','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9046','NO','N0','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9047','YES','NO','NO','N0'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9048','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9049','N0','NO','YES','NO'); 
 insert into payment(Transaction_id,UPI,Creditcard,Debitcard,Cash) values('9050','NO','YES','N0','NO'); 
